split,loss,accuracy,precision,recall,f1_score
train,0.47367070375306786,92.86654172813908,0.928218682202807,0.9286654172813908,0.9283500112811456
val,0.5143322744294959,91.73646007816862,0.9163598713707372,0.9173646007816862,0.9166522891066023
test,0.5089726670260143,92.0215733680491,0.9191777954919107,0.920215733680491,0.9193679568760859
