split,loss,accuracy,precision,recall,f1_score
train,0.8264216949258008,72.19144352108341,0.5211604517657776,0.7219144352108341,0.6053267701446104
val,0.8529277623727404,70.83333333333333,0.5017361111111112,0.7083333333333334,0.5873983739837398
test,0.8084558256216337,73.6728837876614,0.5427693805590262,0.736728837876614,0.6250479277152273
