epoch,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.4739494232288805,82.69076305220884,0.6924378639054208,0.8321285140562249,0.755883507726654,0.47659413385122845,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
2,0.44146992078267905,83.21285140562249,0.6924378639054208,0.8321285140562249,0.755883507726654,0.4469712640510044,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
3,0.436556132682356,83.01204819277109,0.6924378639054208,0.8321285140562249,0.755883507726654,0.47025248212617515,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
4,0.4297348129462047,83.21285140562249,0.6924378639054208,0.8321285140562249,0.755883507726654,0.4479928968323999,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
5,0.43059167258710745,83.21285140562249,0.6924378639054208,0.8321285140562249,0.755883507726654,0.4553071905703303,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
6,0.41798281248314795,83.25301204819277,0.6924378639054208,0.8321285140562249,0.755883507726654,0.43641871543807337,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
7,0.422610972636196,83.21285140562249,0.6924378639054208,0.8321285140562249,0.755883507726654,0.4320320726335608,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
8,0.41550994896026977,83.25301204819277,0.6924378639054208,0.8321285140562249,0.755883507726654,0.43885937998487173,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
9,0.41740381370586566,83.21285140562249,0.6924378639054208,0.8321285140562249,0.755883507726654,0.4288634406804591,81.42589118198875,0.6630175754781072,0.8142589118198874,0.7308963138155763
10,0.40968400034081026,83.29317269076306,0.827793427230047,0.8333333333333334,0.7595225385204795,0.43478536018734804,81.80112570356472,0.8512559049971203,0.8180112570356473,0.739767207528868
11,0.4003623390772256,83.45381526104417,0.8317081297207495,0.8389558232931726,0.7757918049056743,0.45339241377855555,82.3639774859287,0.8019194688988309,0.8236397748592871,0.7638791961732596
12,0.403213289655356,83.4136546184739,0.8571856657398826,0.8393574297188755,0.7734097025804308,0.44332261073209106,82.17636022514071,0.8010428362851065,0.8217636022514071,0.7572852658461565
13,0.4098387516765709,83.49397590361446,0.835012365847571,0.8353413654618473,0.7649534811877204,0.4348305065681071,81.98874296435272,0.8014171676417805,0.8198874296435272,0.7503557648058339
14,0.4011233962683314,83.33333333333333,0.8262039611437202,0.8389558232931726,0.7770624549693477,0.43803792263732394,82.5515947467167,0.812905798849809,0.8255159474671669,0.7650847649315278
15,0.40888880242305586,83.49397590361446,0.8450521469495175,0.8393574297188755,0.7747325039185036,0.4470584920378608,82.3639774859287,0.8157627142918523,0.8236397748592871,0.7584404919045176
16,0.4006471436186488,83.6144578313253,0.8446467776866128,0.8373493975903614,0.7695557923054458,0.43350623791258064,81.98874296435272,0.8163468645175962,0.8198874296435272,0.7472900812488056
17,0.39079618781924724,83.4136546184739,0.8370553438826532,0.840562248995984,0.7792862708798779,0.4302246491747994,82.73921200750469,0.8258394255030083,0.8273921200750469,0.7662932638338292
18,0.39144026165506446,83.81526104417671,0.8404870744053241,0.8437751004016064,0.7872967825592643,0.43927703375664257,82.92682926829268,0.809361479579708,0.8292682926829268,0.7797181767084458
19,0.39081839009461156,83.855421686747,0.8419781971494251,0.8526104417670682,0.8110993058590953,0.45538345868323576,80.67542213883678,0.7730221201140526,0.8067542213883677,0.7816426901815263
20,0.3952104535447546,83.855421686747,0.837433416866784,0.8433734939759037,0.7870388275560322,0.43127235518611173,84.05253283302063,0.8419843908290635,0.8405253283302064,0.7942422529694274
