split,loss,accuracy,precision,recall,f1_score
train,0.4680187978161876,94.21221864951768,0.942108871326233,0.9421221864951769,0.9406640767969303
val,0.5556871837243101,91.16541353383458,0.8958811235322245,0.9116541353383458,0.886345377138377
test,0.5802018868435714,89.59107806691449,0.8746719483106975,0.895910780669145,0.8721654009181793
