split,loss,accuracy,precision,recall,f1_score
train,0.3699354604066136,84.21686746987952,0.8414960090469301,0.8421686746987952,0.7827322588880201
val,0.43127235518611173,84.05253283302063,0.8419843908290635,0.8405253283302064,0.7942422529694274
test,0.39704372186527076,86.16822429906541,0.8232709095862502,0.8616822429906542,0.8119724202926417
