split,loss,accuracy,precision,recall,f1_score
train,0.757978449581656,69.2810718130707,0.6816522430814916,0.6928107181307069,0.6690802025957531
val,0.7161193702022567,72.19430485762145,0.7119926920934917,0.7219430485762144,0.7010511600079345
test,0.7281504571714964,70.93174632694812,0.6974306842730694,0.7093174632694811,0.6872544222540383
