split,loss,accuracy,precision,recall,f1_score
train,0.5280911713996627,77.94569161449819,0.7695359640422872,0.7794569161449818,0.7715332913404778
val,0.4833174292521616,79.80643960543458,0.7998392701880561,0.7980643960543458,0.7975277283802851
test,0.49663283726484864,79.35651850474243,0.7946933604005517,0.7935651850474242,0.7926837104549128
